pattern_id,regex,grammatical_item,Sentence_type,grammatical_item_JP,Sentence_type_JP,shorthand_code,,comment,abbreviated_pattern
197,"(^|\S+_(``|''|\(|,|:|LS|CC|IN(/that)?)_\S+)\K((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+)( (?!cannot)\S+_MD_\S+)? \S+_VV[DPZ]_(give|pass|send|show|teach|tell) ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) (\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+ \._SENT_\.",SENTENCE PATTERN: SUBJECT+GIVE/PASS/SEND/SHOW/TEACH/TELL+INDIRECT OBJECT+DIRECT OBJECT,AFF. DEC.,S+V(give/pass/send/show/teach/tell)+間接目的語+直接目的語,肯定平叙,VP.SVOO.AFF,,名詞句・代名詞(+助動詞)+動詞+名詞句・代名詞+名詞句のみから成る文に限定；動詞はgive・pass・send・show・teach・tellに限定；単純相に限定,(^|区切り位置|接続詞) 名詞句・代名詞 ((?!cannot_)MD)? ({give}|{pass}|{send}|{show}|{teach}|{tell})_VV[DPZ] 名詞句・代名詞 名詞句 .
197,"(^|\S+_(``|''|\(|,|:|LS|CC|IN(/that)?)_\S+)\K((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) (\S+_MD_\S+ (not|n't)_\S+|cannot_MD_can|(do|does|did)_VV[DPZ]_do (not|n't)_\S+) (give|pass|send|show|teach|tell)_VVP?_(give|pass|send|show|teach|tell) ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) (\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+ \._SENT_\.",SENTENCE PATTERN: SUBJECT+GIVE/PASS/SEND/SHOW/TEACH/TELL+INDIRECT OBJECT+DIRECT OBJECT,NEG. DEC.,S+V(give/pass/send/show/teach/tell)+間接目的語+直接目的語,否定平叙,VP.SVOO.NEG,,名詞句・代名詞(+助動詞)+動詞+名詞句・代名詞+名詞句のみから成る文に限定；動詞はgive・pass・send・show・teach・tellに限定；単純相に限定,(^|区切り位置|接続詞) 名詞句・代名詞 (MD {not}|cannot|{do} {not}) (give|pass|send|show|teach|tell)_VVP? 名詞句・代名詞 名詞句 .
197,"(^|\S+_(``|''|\(|,|:|LS|CC|IN(/that)?)_\S+)\K(\S+_MD_\S+|(do|does|did)_VV[DPZ]_do) ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) (give|pass|send|show|teach|tell)_VVP?_(give|pass|send|show|teach|tell) ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) (\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+ \?_SENT_\?",SENTENCE PATTERN: SUBJECT+GIVE/PASS/SEND/SHOW/TEACH/TELL+INDIRECT OBJECT+DIRECT OBJECT,AFF. INT.,S+V(give/pass/send/show/teach/tell)+間接目的語+直接目的語,肯定疑問,VP.SVOO.INT.AFF,,名詞句・代名詞(+助動詞)+動詞+名詞句・代名詞+名詞句のみから成る文に限定；動詞はgive・pass・send・show・teach・tellに限定；単純相に限定,(^|区切り位置|接続詞) (MD|{do}) 名詞句・代名詞 (give|pass|send|show|teach|tell)_VVP? 名詞句・代名詞 名詞句 ?
197,"(^|\S+_(``|''|\(|,|:|LS|CC|IN(/that)?)_\S+)\K(\S+_MD_\S+|(do|does|did)_VV[DPZ]_do) (n't_\S+ ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+)|((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) not_\S+) (give|pass|send|show|teach|tell)_VVP?_(give|pass|send|show|teach|tell) ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) (\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+ \?_SENT_\?",SENTENCE PATTERN: SUBJECT+GIVE/PASS/SEND/SHOW/TEACH/TELL+INDIRECT OBJECT+DIRECT OBJECT,NEG. INT.,S+V(give/pass/send/show/teach/tell)+間接目的語+直接目的語,否定疑問,VP.SVOO.INT.NEG,,名詞句・代名詞(+助動詞)+動詞+名詞句・代名詞+名詞句のみから成る文に限定；動詞はgive・pass・send・show・teach・tellに限定；単純相に限定,(^|区切り位置|接続詞) (MD|{do}) (n't 名詞句・代名詞|名詞句・代名詞 not) (give|pass|send|show|teach|tell)_VVP? 名詞句・代名詞 名詞句 ?
198,"(^|\S+_(``|''|\(|,|:|LS|CC|IN(/that)?)_\S+)\K((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+)( (?!cannot)\S+_MD_\S+)? \S+_VV[DPZ]_(give|pass|send|show|teach|tell) ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) to_TO_to ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) \._SENT_\.",SENTENCE PATTERN: SUBJECT+GIVE/PASS/SEND/SHOW/TEACH/TELL+DIRECT OBJECT+to+INDIRECT OBJECT,AFF. DEC.,S+V(give/pass/send/show/teach/tell)+直接目的語+to+間接目的語,肯定平叙,VP.SVOtoO.AFF,,名詞句・代名詞(+助動詞)+動詞+名詞句・代名詞+to+名詞句・代名詞のみから成る文に限定；動詞はgive・pass・send・show・teach・tellに限定；単純相に限定,(^|区切り位置|接続詞) 名詞句・代名詞 ((?!cannot_)MD)? ({give}|{pass}|{send}|{show}|{teach}|{tell})_VV[DPZ] 名詞句・代名詞 to 名詞句・代名詞 .
198,"(^|\S+_(``|''|\(|,|:|LS|CC|IN(/that)?)_\S+)\K((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) (\S+_MD_\S+ (not|n't)_\S+|cannot_MD_can|(do|does|did)_VV[DPZ]_do (not|n't)_\S+) (give|pass|send|show|teach|tell)_VVP?_(give|pass|send|show|teach|tell) ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) to_TO_to ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) \._SENT_\.",SENTENCE PATTERN: SUBJECT+GIVE/PASS/SEND/SHOW/TEACH/TELL+DIRECT OBJECT+to+INDIRECT OBJECT,NEG. DEC.,S+V(give/pass/send/show/teach/tell)+直接目的語+to+間接目的語,否定平叙,VP.SVOtoO.NEG,,名詞句・代名詞(+助動詞)+動詞+名詞句・代名詞+to+名詞句・代名詞のみから成る文に限定；動詞はgive・pass・send・show・teach・tellに限定；単純相に限定,(^|区切り位置|接続詞) 名詞句・代名詞 (MD {not}|cannot|{do} {not}) (give|pass|send|show|teach|tell)_VVP? 名詞句・代名詞 to 名詞句・代名詞 .
198,"(^|\S+_(``|''|\(|,|:|LS|CC|IN(/that)?)_\S+)\K(\S+_MD_\S+|(do|does|did)_VV[DPZ]_do) ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) (give|pass|send|show|teach|tell)_VVP?_(give|pass|send|show|teach|tell) ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) to_TO_to ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) \?_SENT_\?",SENTENCE PATTERN: SUBJECT+GIVE/PASS/SEND/SHOW/TEACH/TELL+DIRECT OBJECT+to+INDIRECT OBJECT,AFF. INT.,S+V(give/pass/send/show/teach/tell)+直接目的語+to+間接目的語,肯定疑問,VP.SVOtoO.INT.AFF,,名詞句・代名詞(+助動詞)+動詞+名詞句・代名詞+to+名詞句・代名詞のみから成る文に限定；動詞はgive・pass・send・show・teach・tellに限定；単純相に限定,(^|区切り位置|接続詞) (MD|{do}) 名詞句・代名詞 (give|pass|send|show|teach|tell)_VVP? 名詞句・代名詞 to 名詞句・代名詞 ?
198,"(^|\S+_(``|''|\(|,|:|LS|CC|IN(/that)?)_\S+)\K(\S+_MD_\S+|(do|does|did)_VV[DPZ]_do) (n't_\S+ ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+)|((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) not_\S+) (give|pass|send|show|teach|tell)_VVP?_(give|pass|send|show|teach|tell) ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) to_TO_to ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) \?_SENT_\?",SENTENCE PATTERN: SUBJECT+GIVE/PASS/SEND/SHOW/TEACH/TELL+DIRECT OBJECT+to+INDIRECT OBJECT,NEG. INT.,S+V(give/pass/send/show/teach/tell)+直接目的語+to+間接目的語,否定疑問,VP.SVOtoO.INT.NEG,,名詞句・代名詞(+助動詞)+動詞+名詞句・代名詞+to+名詞句・代名詞のみから成る文に限定；動詞はgive・pass・send・show・teach・tellに限定；単純相に限定,(^|区切り位置|接続詞) (MD|{do}) (n't 名詞句・代名詞|名詞句・代名詞 not) (give|pass|send|show|teach|tell)_VVP? 名詞句・代名詞 to 名詞句・代名詞 ?
199,"(^|\S+_(``|''|\(|,|:|LS|CC|IN(/that)?)_\S+)\K((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+)( (?!cannot)\S+_MD_\S+)? \S+_VV[DPZ]_make ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) (\S+_RB.?_\S+ )*\S+_JJ.?_\S+ \._SENT_\.",SENTENCE PATTERN: SUBJECT+MAKE+OBJECT+COMPLEMENT (ADJ),AFF. DEC.,S+V(make)+O+C(形容詞),肯定平叙,VP.SVOC.AFF,,名詞句・代名詞(+助動詞)+動詞+名詞句・代名詞(+副詞)+形容詞のみから成る文に限定；動詞はmakeに限定；make+複合名詞を除外するため補語は形容詞に限定；単純相に限定,(^|区切り位置|接続詞) 名詞句・代名詞 ((?!cannot_)MD)? {make}_[DPZ] 名詞句・代名詞 (RB.?)* JJ.? .
199,"(^|\S+_(``|''|\(|,|:|LS|CC|IN(/that)?)_\S+)\K((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) (\S+_MD_\S+ (not|n't)_\S+|cannot_MD_can|(do|does|did)_VV[DPZ]_do (not|n't)_\S+) make_VVP?_make ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) (\S+_RB.?_\S+ )*\S+_JJ.?_\S+ \._SENT_\.",SENTENCE PATTERN: SUBJECT+MAKE+OBJECT+COMPLEMENT (ADJ),NEG. DEC.,S+V(make)+O+C(形容詞),否定平叙,VP.SVOC.NEG,,名詞句・代名詞(+助動詞)+動詞+名詞句・代名詞(+副詞)+形容詞のみから成る文に限定；動詞はmakeに限定；make+複合名詞を除外するため補語は形容詞に限定；単純相に限定,(^|区切り位置|接続詞) 名詞句・代名詞 (MD {not}|cannot|{do} {not}) make 名詞句・代名詞 (RB.?)* JJ.? .
199,"(^|\S+_(``|''|\(|,|:|LS|CC|IN(/that)?)_\S+)\K(\S+_MD_\S+|(do|does|did)_VV[DPZ]_do) ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) make_VVP?_make ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) (\S+_RB.?_\S+ )*\S+_JJ.?_\S+ \?_SENT_\?",SENTENCE PATTERN: SUBJECT+MAKE+OBJECT+COMPLEMENT (ADJ),AFF. INT.,S+V(make)+O+C(形容詞),肯定疑問,VP.SVOC.INT.AFF,,名詞句・代名詞(+助動詞)+動詞+名詞句・代名詞(+副詞)+形容詞のみから成る文に限定；動詞はmakeに限定；make+複合名詞を除外するため補語は形容詞に限定；単純相に限定,(^|区切り位置|接続詞) (MD|{do}) 名詞句・代名詞 make 名詞句・代名詞 (RB.?)* JJ.? ?
199,"(^|\S+_(``|''|\(|,|:|LS|CC|IN(/that)?)_\S+)\K(\S+_MD_\S+|(do|does|did)_VV[DPZ]_do) (n't_\S+ ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+)|((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) not_\S+) make_VVP?_make ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) (\S+_RB.?_\S+ )*\S+_JJ.?_\S+ \?_SENT_\?",SENTENCE PATTERN: SUBJECT+MAKE+OBJECT+COMPLEMENT (ADJ),NEG. INT.,S+V(make)+O+C(形容詞),否定疑問,VP.SVOC.INT.NEG,,名詞句・代名詞(+助動詞)+動詞+名詞句・代名詞(+副詞)+形容詞のみから成る文に限定；動詞はmakeに限定；make+複合名詞を除外するため補語は形容詞に限定；単純相に限定,(^|区切り位置|接続詞) (MD|{do}) (n't 名詞句・代名詞|名詞句・代名詞 not) make 名詞句・代名詞 (RB.?)* JJ.? ?
200,\S+_VV.?_(explain|report|say)( to_TO_to ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+))?( that_IN/that_that)? ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) \S+_(MD|V..?)_\S+,INDIRECT SPEECH: SAY/EXPLAIN/REPORT,,間接話法(explain/report/say),,INDSP.explain.report.say,,動詞はexplain/report/sayに限定,({explain}|{report}|{say})_VV[DPZ]? (to 名詞句・代名詞)? (that)? 名詞句・代名詞 (MD|V..?)
201,\S+_VV.?_tell ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+)( that_IN/that_that)? ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) \S+_(MD|V..?)_\S+,INDIRECT SPEECH: TELL,,間接話法(tell),,INDSP.tell,,動詞はtellに限定,{tell} 名詞句・代名詞 (that)? 名詞句・代名詞 (MD|V..?)
202,\S+_VV[DPZ]?_(decide|explain|know|learn|see|understand|wonder) (if_IN_if|whether_IN_whether|which_WDT_which|what_(WDT|WP)_what|whose_WP\$_whose|who_WP_who|whom_WP_who|how_WRB_how|where_WRB_where|when_WRB_when|why_WRB_why),INDIRECT QUESTION: DECIDE/EXPLAIN/KNOW/LEARN/SEE/UNDERSTAND/WONDER,,間接疑問(decide/explain/know/learn/see/understand/wonder),,INDQ.know.etc,,SVOの目的語が間接疑問のもの；動詞はdecide/explain/know/learn/see/understand/wonderに限定；間接疑問を導く接続詞はif/whether/疑問詞に限定；to不定詞が後続するものも含まれる,({decide}|{explain}|{know}|{learn}|{see}|{understand}|{wonder})_VV[DPZ]? (if|whether|which|what|whose|who|whom|how|where|when|why)
203,\S+_VV[DPZ]?_(ask|remind|show|teach|tell) ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) (if_IN_if|whether_IN_whether|which_WDT_which|what_(WDT|WP)_what|whose_WP\$_whose|who_WP_who|whom_WP_who|how_WRB_how|where_WRB_where|when_WRB_when|why_WRB_why),INDIRECT QUESTION: ASK/REMIND/SHOW/TEACH/TELL,,間接疑問(ask/remind/show/teach/tell),,INDQ.ask.etc,,SVOOの直接目的語が間接疑問のもの；動詞はask/remind/show/teach/tellに限定；間接疑問を導く接続詞はif/whether/疑問詞に限定；to不定詞が後続するものも含まれる,({ask}|{remind}|{show}|{teach}|{tell})_VV[DPZ]? 名詞句・代名詞 (if|whether|which|what|whose|who|whom|how|where|when|why)
204,it_PP_it( (?!cannot)\S+_MD_\S+)? \S+_VB[DPZ]?_be ((?<preposition>aboard|about|above|across|after|against|along|alongside|amid|amidst|among|amongst|around|at|before|behind|below|beneath|beside|besides|between|beyond|by|despite|down|during|en|ere|except|for|from|in|inside|into|like|minus|near|nearer|nearest|notwithstanding|of|off|on|onto|opposite|out|outside|over|past|per|plus|re|reference|round|sans|save|since|than|through|throughout|till|toward|towards|under|underneath|unlike|until|up|upon|v\.|versus|via|vs\.|with|within|without|worth)_IN_\g{preposition} ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+ |\S+_PP_\S+)|((?!(not|n't)_)\S+_RB.?_\S+ )+)that_IN/that_that,CLEFT SENTENCE FOCUSING ON PREPOSITIONAL PHRASE/ADVERB,AFF. DEC.,強調構文(前置詞句・副詞強調),肯定平叙,EMP.PP.RB.AFF,,,it ((?!cannot)MD)? VB[DPZ]? (前置詞 名詞句・代名詞|(?!{not})(RB.?)+) that
204,it_PP_it (\S+_MD_\S+ (not|n't)_\S+ be_VB_be|cannot_MD_can be_VB_be|\S+_VB[DPZ]_be (not|n't)_\S+) ((?<preposition>aboard|about|above|across|after|against|along|alongside|amid|amidst|among|amongst|around|at|before|behind|below|beneath|beside|besides|between|beyond|by|despite|down|during|en|ere|except|for|from|in|inside|into|like|minus|near|nearer|nearest|notwithstanding|of|off|on|onto|opposite|out|outside|over|past|per|plus|re|reference|round|sans|save|since|than|through|throughout|till|toward|towards|under|underneath|unlike|until|up|upon|v\.|versus|via|vs\.|with|within|without|worth)_IN_\g{preposition} ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) |(\S+_RB.?_\S+ )+)that_IN/that_that,CLEFT SENTENCE FOCUSING ON PREPOSITIONAL PHRASE/ADVERB,NEG. DEC.,強調構文(前置詞句・副詞強調),否定平叙,EMP.PP.RB.NEG,,,it (MD {not} be|cannot be|VB[DPZ] {not}) (前置詞 名詞句・代名詞|(RB.?)+) that
204,"(^|\S+_(``|''|\(|,|:|LS|CC|IN(/that)?)_\S+)\K(\S+_MD_\S+ it_PP_it be_VB_be|\S+_VB[DPZ]_be+ it_PP_it) ((?<preposition>aboard|about|above|across|after|against|along|alongside|amid|amidst|among|amongst|around|at|before|behind|below|beneath|beside|besides|between|beyond|by|despite|down|during|en|ere|except|for|from|in|inside|into|like|minus|near|nearer|nearest|notwithstanding|of|off|on|onto|opposite|out|outside|over|past|per|plus|re|reference|round|sans|save|since|than|through|throughout|till|toward|towards|under|underneath|unlike|until|up|upon|v\.|versus|via|vs\.|with|within|without|worth)_IN_\g{preposition} ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) |(?!(not|n't)_)(\S+_RB.?_\S+ )+)that_IN/that_that .+? \?_SENT_\?",CLEFT SENTENCE FOCUSING ON PREPOSITIONAL PHRASE/ADVERB,AFF. INT.,強調構文(前置詞句・副詞強調),肯定疑問,EMP.PP.RB.INT.AFF,,文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定,(^|区切り位置|接続詞) (MD it be|VB[DPZ] it) (前置詞 名詞句・代名詞|(?!{not})(RB.?)+) that (任意の語)+? ?
204,"(^|\S+_(``|''|\(|,|:|LS|CC|IN(/that)?)_\S+)\K(\S+_MD_\S+ n't_\S+ it_PP_it be_VB_be|\S+_MD_\S+ it_PP_it not_\S+ be_VB_be|\S+_VB[DPZ]_\S+ n't_\S+ it_PP_it|\S+_VB[DPZ]_\S+ it_PP_it not_\S+) ((?<preposition>aboard|about|above|across|after|against|along|alongside|amid|amidst|among|amongst|around|at|before|behind|below|beneath|beside|besides|between|beyond|by|despite|down|during|en|ere|except|for|from|in|inside|into|like|minus|near|nearer|nearest|notwithstanding|of|off|on|onto|opposite|out|outside|over|past|per|plus|re|reference|round|sans|save|since|than|through|throughout|till|toward|towards|under|underneath|unlike|until|up|upon|v\.|versus|via|vs\.|with|within|without|worth)_IN_\g{preposition} ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) |(\S+_RB.?_\S+ )+)that_IN/that_that .+? \?_SENT_\?",CLEFT SENTENCE FOCUSING ON PREPOSITIONAL PHRASE/ADVERB,NEG. INT.,強調構文(前置詞句・副詞強調),否定疑問,EMP.PP.RB.INT.NEG,,文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定,(^|区切り位置|接続詞) (MD n't it be|MD it not be|VB[DPZ] n't it|VB[DPZ] it not) (前置詞 名詞句・代名詞|(RB.?)+) that (任意の語)+? ?
205,"(^|\S+_(``|''|\(|,|:|LS|CC|IN(/that)?)_\S+)\Kwhat_(WDT|WP)_what( ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+))?( \S+_MD_\S+)? \S+_V..?_\S+( ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+))? \S+_VB.?_be ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+)",PSEUDO-CLEFT SENTENCE: WHAT,(MAIN CLAUSE) AFF. DEC.,強調構文(whatを用いた疑似分裂文),主節が肯定平叙,EMP.what.CLEFT.AFF,,what(+名詞句・代名詞)(+助動詞)+動詞(+名詞句・代名詞)+{be}+名詞句・代名詞のみから成る文に限定,(^|区切り位置|接続詞) what (名詞句・代名詞)? (MD)? V..? (名詞句・代名詞)? VB.? 名詞句・代名詞 .
205,"(^|\S+_(``|''|\(|,|:|LS|CC|IN(/that)?)_\S+)\Kwhat_(WDT|WP)_what( ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+))?( \S+_MD_\S+)? \S+_V..?_\S+( ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+))? \S+_VB.?_be (not|n't)_\S+ ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+)",PSEUDO-CLEFT SENTENCE: WHAT,(MAIN CLAUSE) NEG. DEC.,強調構文(whatを用いた疑似分裂文),主節が否定平叙,EMP.what.CLEFT.NEG,,what(+名詞句・代名詞)(+助動詞)+動詞(+名詞句・代名詞)+{be}+名詞句・代名詞のみから成る文に限定,(^|区切り位置|接続詞) what (名詞句・代名詞)? (MD)? V..? (名詞句・代名詞)? VB.? {not} 名詞句・代名詞 .
206,\S+_VV.?_(have|let|make) ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) \S+_V.P?_\S+,HAVE/LET/MAKE+NP+INFINITIVE,,使役構文(have/let/make),,CAUS.have.let.make,,使役動詞はhave/let/makeに限定,({have}|{let}|{make}) 名詞句・代名詞 V.P?
207,(((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) ((\S+_MD_\S+|(do|does|did)_VV[DPZ]_do) ((not|n't)_\S+)?)?|to_TO_to )\K\S+_VV.?_(have|get) ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) \S+_V.N_\S+,HAVE/GET+NP+PAST PARTICIPLE,AFF. DEC./NEG. DEC.,have/get+目的語+過去分詞,肯定平叙・否定平叙,CAUS.have.get_NP_VN,,Have you been ...?などを除外するため主語(+助動詞)またはtoに続くものに限定,(名詞句・代名詞 ((MD|{do}) ({not})?)?|to) \K ({have}|{get}) 名詞句・代名詞 V.N
208,\S+_VV.?_get ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) \S+_V.G_\S+,GET+NP+PRESENT PARTICIPLE,,get+目的語+現在分詞,,CAUS.get_NP_VVG,,,{get} 名詞句・代名詞 V.G
209,\S+_VV.?_(ask|tell) ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) to_TO_to \S+_V._\S+,ASK/TELL+NP+to+INFINITIVE,,ask/tell+目的語+to不定詞,,CAUS.ask.tell_NP_to_do,,getはget+目的語と目的のto不定詞の結合が多いため除外,({ask}|{tell}) 名詞句・代名詞 to V.
210,\S+_VV.?_(feel|hear|see) ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) \S+_V._\S+,FEEL/HEAR/SEE+NP+INFINITIVE,,知覚構文(原形不定詞),,PERC.VI,,知覚動詞はfeel/hear/seeに限定；feelの場合原形不定詞がV.Pと誤認識されているものも多い,({feel}|{hear}|{see}) 名詞句・代名詞 V.
211,\S+_VV.?_(feel|hear|see) ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) \S+_V.G_\S+,FEEL/HEAR/SEE+NP+PRESENT PARTICIPLE,,知覚構文(現在分詞),,PERC.VG,,知覚動詞はfeel/hear/seeに限定,({feel}|{hear}|{see}) 名詞句・代名詞 V.G
212,\S+_VV.?_(feel|hear|see) ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) \S+_V.N_\S+,FEEL/HEAR/SEE+NP+PAST PARTICIPLE,,知覚構文(過去分詞),,PERC.VN,,知覚動詞はfeel/hear/seeに限定,({feel}|{hear}|{see}) 名詞句・代名詞 V.N
213,"(^|\S+_(``|''|\(|:|LS)_\S+)\K\S+_V.G_\S+( \S+_(?!SENT)[A-Z][ahtA-Z/$]+_\S+){1,10} ,_,_,",PARTICIPIAL CONSTRUCTION: PRESENT PARTICIPLE,(SUBORDINATE CLAUSE) AFF. DEC.,分詞構文(現在分詞・文頭),従属節が肯定平叙,VG.P.AFF,,カンマ後を除く文頭(相当)位置・途中に句読点なし・1～10語が後続した後にカンマがあるものに限定；動名詞主語の場合あり,"(^|カンマ後を除く区切り位置) V.G (任意の語){1,10}? ,"
213,"(^|\S+_(``|''|\(|:|LS)_\S+)\Knot_\S+ \S+_V.G_\S+( \S+_(?!SENT)[A-Z][ahtA-Z/$]+_\S+){1,10} ,_,_,",PARTICIPIAL CONSTRUCTION: PRESENT PARTICIPLE,(SUBORDINATE CLAUSE) NEG. DEC.,分詞構文(現在分詞・文頭),従属節が否定平叙,VG.P.NEG,,カンマ後を除く文頭(相当)位置・途中に句読点なし・1～10語が後続した後にカンマがあるものに限定；動名詞主語の場合あり,"(^|カンマ後を除く区切り位置) not V.G (任意の語){1,10}? ,"
