pattern_id,regex,grammatical_item,Sentence_type,grammatical_item_JP,Sentence_type_JP,shorthand_code,,comment,abbreviated_pattern
89,\bnot_\S+ to_TO_to \S+_V._\S+,TO-INFINITIVE: not to DO,,to不定詞の否定(not to DO),,TO.not_to_do,,,not to V.
90,to_TO_to have_VH_have \S+_V.N_\S+,TO-INFINITIVE: to have DONE,,完了のto不定詞,,TO.to_have_done,,完了・受動態のto不定詞も含まれる,to have V.N
91,to_TO_to be_VB_be \S+_V.N_\S+,TO-INFINITIVE: to be DONE,,受動態のto不定詞,,TO.to_be_done,,,to be V.N
92,to_TO_to have_VH_have been_VBN_be \S+_V.N_\S+,TO-INFINITIVE: to have been DONE,,完了・受動態のto不定詞,,TO.to_have_been_done,,,to have been V.N
93,for_IN_for ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) to_TO_to \S+_V._\S+,TO-INFINITIVE: WITH NOTIONAL SUBJECT,,意味上の主語を伴うto不定詞,,TO.for_NP_to_do,,意味上の主語でないものも含まれる,for 名詞句・代名詞 to V.
94,\b((some|every|any|no)thing)_\S+_\1 to_TO_to \S+_V._\S+,#NAME?,,#NAME?,,TO.thing_to_do,,,(some|every|any|no)thing to V.
95,in_IN_in order_NN_order to_TO_to \S+_V._\S+,in order to DO,,in order to DO,,TO.in_order_to_do,,,in order to V.
96,in_IN_in order_NN_order not_\S+ to_TO_to \S+_V._\S+,in order not to DO,,in order not to DO,,TO.in_order_not_to_do,,,in order not to V.
97,so_RB_so as_RB_as to_TO_to \S+_V._\S+,so as to DO,,so as to DO,,TO.so_as_to_do,,,so as to V.
98,so_RB_so as_RB_as not_\S+ to_TO_to \S+_V._\S+,so as not to DO,,so as not to DO,,TO.so_as_not_to_do,,,so as not to V.
99,((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) \K\S+_VB.?_be to_TO_to \S+_V._\S+,be to DO,AFF. DEC.,be to DO,肯定平叙,TO.be_to_do,,単なる主格補語がほとんど,名詞句・代名詞 \K {be} to V.
99,((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) \K\S+_VB.?_be not_\S+ to_TO_to \S+_V._\S+,be not to DO,NEG. DEC.,be not to DO,否定平叙,TO.be_not_to_do,,単なる主格補語がほとんど,名詞句・代名詞 \K {be} not to V.
100,((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) \K\S+_VB.?_be(?! not_)( \S+_RB.?_\S+)? about_RB_about to_TO_to \S+_V._\S+,be about to DO,AFF. DEC.,be about to DO,肯定平叙,TO.be_about_to_do,,,名詞句・代名詞 \K {be} (副詞)? about to V.
100,((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) \K\S+_VB.?_be (not|n't)_\S+( \S+_RB.?_\S+)? about_RB_about to_TO_to \S+_V._\S+,be not about to DO,NEG. DEC.,be not about to DO,否定平叙,TO.be_not_about_to_do,,,名詞句・代名詞 \K {be} {not} (副詞)? about to V.
101,\S+_VV.?_\S+ to_TO_to \S+_V._\S+,VERB to DO,,動詞+to不定詞,,TO.VV_to_do,,動詞はbe・haveを除く,VV.? to V.
102,\S+_VV.?_\S+ not_\S+ to_TO_to \S+_V._\S+,VERB not to DO,,動詞+not+to不定詞,,TO.VV_not_to_do,,動詞はbe・haveを除く,VV.? not to V.
103,\S+_VV.?_\S+ ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) to_TO_to \S+_V._\S+,VERB OBJECT to DO,,動詞+目的語+to不定詞,,TO.VV_NP_to_do,,動詞はbe・haveを除く；単なるSVO+目的/名詞修飾のto不定詞も含まれる,VV.? 名詞句・代名詞 to V.
104,\S+_VV.?_\S+ ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) not_\S+ to_TO_to \S+_V._\S+,VERB OBJECT not to DO,,動詞+目的語+not+to不定詞,,TO.VV_NP_not_to_do,,動詞はbe・haveを除く,VV.? 名詞句・代名詞 not to V.
105,(?<!_not )\b\S+_V.G_\S+,V-ING (not preceded by 'not'),,動詞-ing形,,VG,,動名詞と現在分詞の区別はできないため現在分詞も含まれる,(?<!not) V.G
106,\bnot_\S+ \S+_V.G_\S+,not+V-ING,,not+動詞-ing形,,VG.not_VG,,動名詞と現在分詞の区別はできないため現在分詞も含まれる,not V.G
107,having_VHG_have \S+_V.N_\S+,having+PAST PARTICIPLE,,having+過去分詞,,VG.having_VN,,形容詞的な過去分詞も含まれる,having V.N
108,being_VBG_be \S+_V.N_\S+,being+PAST PARTICIPLE,,being+過去分詞,,VG.being_VN,,動名詞と現在分詞の区別はできないため現在分詞のbeingも含まれる；形容詞的な過去分詞も含まれる,being V.N
109,having_VHG_have been_VBN_be \S+_V.N_\S+,having been+PAST PARTICIPLE,,having been+過去分詞,,VG.having_been_VN,,形容詞的な過去分詞も含まれる,having been V.N
110,(?<preposition>aboard|about|above|across|after|against|along|alongside|amid|amidst|among|amongst|around|at|before|behind|below|beneath|beside|besides|between|beyond|by|despite|down|during|en|ere|except|for|from|in|inside|into|like|minus|near|nearer|nearest|notwithstanding|of|off|on|onto|opposite|out|outside|over|past|per|plus|re|reference|round|sans|save|since|than|through|throughout|till|toward|towards|under|underneath|unlike|until|up|upon|v\.|versus|via|vs\.|with|within|without|worth)_IN_\g{preposition} \S+_V.G_\S+,PREP+V-ING,,前置詞+動詞-ing形,,VG.PREP_VG,,動名詞と現在分詞の区別はできないため形容詞的な現在分詞も含まれる,前置詞 V.G
111,(my|our|your|his|her|its|their)_PP\$_\1 \S+_V.G_\S+,V-ING: WITH NOTIONAL SUBJECT (expressed as possessive pronouns),,意味上の主語(所有格代名詞)を伴う動名詞,,VG.PGEN_VG,,動名詞と現在分詞の区別はできないため現在分詞も含まれる；目的格代名詞・名詞句+'s・名詞句は誤認識がほとんどのため除く；mind+人+doingなどは動詞+目的語+動詞-ing形で対応,PP$ V.G
112,\S+_VV.?_\S+ \S+_V.G_\S+,VERB V-ING,,動詞+動詞-ing形,,VG.VV_VG,,動詞はbe/haveを除く,VV.? V.G
113,\S+_VV.?_\S+ not_\S+ \S+_V.G_\S+,VERB not V-ING,,動詞+not+動詞-ing形,,VG.VV_not_VG,,動詞はbe/haveを除く,VV.? not V.G
114,\S+_VV.?_\S+ ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) \S+_V.G_\S+,VERB OBJECT V-ING,,動詞+目的語+動詞-ing形,,VG.VV_NP_VG,,動詞はbe/haveを除く；動名詞と現在分詞の区別はできないため現在分詞が多く含まれる,VV. 名詞句・代名詞 V.G
115,\S+_VV.?_\S+ ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) not_\S+ \S+_V.G_\S+,VERB OBJECT not V-ING,,動詞+目的語+not+動詞-ing形,,VG.VV_NP_not_VG,,動詞はbe/haveを除く；ほとんどが誤認識,VV. 名詞句・代名詞 not V.G
116,(^|\S+_(``|''|\(|:|LS)_\S+)\K(you_PP_you )?be_VB_be( \S+_(?!SENT)[A-Z][ahtA-Z/$]+_\S+)*? [.!]_SENT_[.!],IMPERATIVE (BE),AFF. IMP.,命令文(be動詞),肯定命令,IMP.be.AFF,,カンマ後を除く文頭(相当)または接続詞直後の位置・途中に句読点なし・終止符または感嘆符で終わる文に限定,(^|カンマ後を除く区切り位置) (you)? be (任意の語)*? [.!]
116,"(^|\S+_(``|''|\(|,|:|LS|CC|IN(/that)?)_\S+)\K(never_RB_never|do_VVP_do (not|n't)_\S+) be_VB_be( \S+_(?!SENT)[A-Z][ahtA-Z/$]+_\S+)*? [.!]_SENT_[.!]",IMPERATIVE (BE),NEG. IMP,命令文(be動詞),否定命令,IMP.be.NEG,,文頭(相当)または接続詞直後の位置・途中に句読点なし・終止符または感嘆符で終わる文に限定,(^|区切り位置|接続詞) (never|do (not|n't)) be (任意の語)*? [.!]
117,(^|\S+_(``|''|\(|:|LS)_\S+)\K((?!do_)\S+_VV_\S+( \S+_(?!SENT)[A-Z][ahtA-Z/$]+_\S+)*? [.!]_SENT_[.!]|(do|have)_VV_(do|have)(?! (not_|n't_|\S+_VV_|you_|we_|they_))( \S+_(?!SENT)[A-Z][ahtA-Z/$]+_\S+)*? [.!]_SENT_[.!]),IMPERATIVE: AFFIRMATIVE (lexical verbs),AFF. IMP.,命令文(一般動詞),肯定命令,IMP.V.AFF,,カンマ後を除く文頭(相当)または接続詞直後の位置・途中に句読点なし・終止符または感嘆符で終わる文に限定；do・haveの場合は否定命令・強調命令・疑問文を除くためnot・動詞原形・you・we・theyが後続しないものに限定,(^|カンマ後を除く区切り位置) ((?!do_) VV (任意の語)*? [.!]|(do|have)_V[HV]_(do|have) (?!(not_|\S+_VV_|you_|we_|they_)) (任意の語)*? [.!])
117,"(^|\S+_(``|''|\(|,|:|LS|CC|IN(/that)?)_\S+)\K(never_RB_never|do_VVP?_do (not|n't)_\S+) \S+_V[HV]P?_\S+( \S+_(?!SENT)[A-Z][ahtA-Z/$]+_\S+)*? [.!]_SENT_[.!]",IMPERATIVE: AFFIRMATIVE (lexical verbs),NEG. IMP,命令文(一般動詞),否定命令,IMP.V.NEG,,文頭(相当)または接続詞直後の位置・途中に句読点なし・終止符または感嘆符で終わる文に限定,(^|区切り位置|接続詞) (never|do not|do n't) V[HV]P? (任意の語)*? [.!]
118,"(^|\S+_(``|''|\(|,|:|LS|CC|IN(/that)?)_\S+)\Kdo_VVP?_do \S+_V.P?_\S+( \S+_(?!SENT)[A-Z][ahtA-Z/$]+_\S+)*? [.!]_SENT_[.!]",Do+IMPERATIVE,AFF. IMP.,doによる肯定命令文の強調,肯定命令,IMP.do_V,,文頭(相当)または接続詞直後の位置・途中に句読点なし・終止符または感嘆符で終わる文に限定,(^|区切り位置|接続詞) do V.P? (任意の語)*? [.!]
119,"(^|\S+_(``|''|\(|,|:|LS|CC|IN(/that)?)_\S+)\Kplease_\S+_please \S+_V.P?_\S+( \S+_(?!SENT)[A-Z][ahtA-Z/$]+_\S+)*? [.!]_SENT_[.!]",Please+INFINITIVE,AFF. IMP.,Please+肯定命令文,肯定命令,IMP.please_V.AFF,,文頭(相当)または接続詞直後の位置・途中に句読点なし・終止符または感嘆符で終わる文に限定；pleaseに付与されるタグは様々,(^|区切り位置|接続詞) please V.P? (任意の語)*? [.!]
119,"(^|\S+_(``|''|\(|,|:|LS|CC|IN(/that)?)_\S+)\Kplease_\S+_please (never_RB_never|do_VVP?_do (not|n't)_\S+) \S+_V.P?_\S+( \S+_(?!SENT)[A-Z][ahtA-Z/$]+_\S+)*? [.!]_SENT_[.!]",Please+don't/never+INFINITIVE,NEG. IMP,Please+否定命令文,否定命令,IMP.please_V.NEG,,文頭(相当)または接続詞直後の位置・途中に句読点なし・終止符または感嘆符で終わる文に限定；pleaseに付与されるタグは様々,(^|区切り位置|接続詞) please (never|do not|do n't) V.P? (任意の語)*? [.!]
120,\S+let 's_\S+(?= \S+_VV_\S+),let's (not followed by 'not'),AFF. DEC.,let's,肯定平叙,IMP.let's_V.AFF,,letと'sに付与される品詞タグは様々,let 's (?=VV)
120,\S+let 's_\S+ not_\S+(?= \S+_VV_\S+),let's not,NEG. DEC.,let's not,否定平叙,IMP.let's_V.NEG,,letと'sに付与される品詞タグは様々,let 's not (?=VV)
121,(?<!_not )(?<!_n't )\b\S+_VB.?_be able_JJ_able to_TO_to \S+_V._\S+,MODAL/AUX: be able to,AFF. DEC.,助動詞類(be able to),肯定平叙,MD.be_able_to.AFF,,beの時制・相は問わない,(?<!{not}) VB.? able to
121,\S+_VB.?_be (not|n't)_\S+ able_JJ_able to_TO_to \S+_V._\S+,MODAL/AUX: be able to,NEG. DEC.,助動詞類(be able to),否定平叙,MD.be_able_to.NEG,,beの時制・相は問わない,VB.? {not} able to
121,"(^|\S+_(``|''|\(|,|:|LS|CC|IN(/that)?)_\S+)\K\S+_VB.?_be ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) able_JJ_able to_TO_to \S+_V._\S+ .*?\?_SENT_\?",MODAL/AUX: be able to,AFF. INT.,助動詞類(be able to),肯定疑問,MD.be_able_to.INT.AFF,,beの時制・相は問わない；文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定,(^|区切り位置|接続詞) VB.? 名詞句・代名詞 able to V. (任意の語)*? ?
121,"(^|\S+_(``|''|\(|,|:|LS|CC|IN(/that)?)_\S+)\K\S+_VB.?_be (n't_\S+ ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+)|((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) not_\S+) able_JJ_able to_TO_to \S+_V._\S+ .*?\?_SENT_\?",MODAL/AUX: be able to,NEG. DEC.,助動詞類(be able to),否定疑問,MD.be_able_to.INT.NEG,,beの時制・相は問わない；文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定,(^|区切り位置|接続詞) VB.? (n't 名詞句・代名詞|名詞句・代名詞 not) able to V. (任意の語)*? ?
122,(?<!_not )(?<!_n't )\b\S+_VB.?_be (going_VVG_go to_TO_to|gonna_VVG_gonna) \S+_V._\S+,MODAL/AUX: be going to,AFF. DEC.,助動詞類(be going to),肯定平叙,MD.be_going_to.AFF,,beの時制・相は問わない,(?<!{not}) VB.? (going to|gonna) V.
122,\S+_VB.?_be (not|n't)_\S+ (going_VVG_go to_TO_to|gonna_VVG_gonna) \S+_V._\S+,MODAL/AUX: be going to,NEG. DEC.,助動詞類(be going to),否定平叙,MD.be_going_to.NEG,,beの時制・相は問わない,VB.? {not} (going to|gonna) V.
122,"(^|\S+_(``|''|\(|,|:|LS|CC|IN(/that)?)_\S+)\K\S+_VB.?_be ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) (going_VVG_go to_TO_to|gonna_VVG_gonna) \S+_V._\S+ .*?\?_SENT_\?",MODAL/AUX: be going to,AFF. INT.,助動詞類(be going to),肯定疑問,MD.be_going_to.INT.AFF,,beの時制・相は問わない；文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定,(^|区切り位置|接続詞) VB.? 名詞句・代名詞 (going to|gonna) V. (任意の語)*? ?
122,"(^|\S+_(``|''|\(|,|:|LS|CC|IN(/that)?)_\S+)\K\S+_VB.?_be (n't_\S+ ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+)|((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) not_\S+) (going_VVG_go to_TO_to|gonna_VVG_gonna) \S+_V._\S+ .*?\?_SENT_\?",MODAL/AUX: be going to,NEG. DEC.,助動詞類(be going to),否定疑問,MD.be_going_to.INT.NEG,,beの時制・相は問わない；文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定,(^|区切り位置|接続詞) VB.? (n't 名詞句・代名詞|名詞句・代名詞 not) (going to|gonna) V. (任意の語)*? ?
123,can_MD_can \S+_V._\S+,MODAL/AUX: can,AFF. DEC.,助動詞類(can),肯定平叙,MD.can.AFF,,,can_MD V.
123,((can|ca)_MD_(can|ca) (not|n't)_\S+|cannot_MD_can) \S+_V._\S+,MODAL/AUX: can,NEG. DEC.,助動詞類(can),否定平叙,MD.can.NEG,,,((can|ca)_MD {not}|cannot) V.
123,"(^|\S+_(``|''|\(|,|:|LS|CC|IN(/that)?)_\S+)\Kcan_MD_can ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) \S+_V._\S+ .*?\?_SENT_\?",MODAL/AUX: can,AFF. INT.,助動詞類(can),肯定疑問,MD.can.INT.AFF,,文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定,(^|区切り位置|接続詞) can_MD 名詞句・代名詞 V. (任意の語)*? ?
123,"(^|\S+_(``|''|\(|,|:|LS|CC|IN(/that)?)_\S+)\K(ca_MD_ca n't_\S+ ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+)|can_MD_can ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) not_\S+) \S+_V._\S+ .*?\?_SENT_\?",MODAL/AUX: can,NEG. DEC.,助動詞類(can),否定疑問,MD.can.INT.NEG,,文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定,(^|区切り位置|接続詞) (ca_MD n't 名詞句・代名詞|can 名詞句・代名詞 not) V. (任意の語)*? ?
124,could_MD_could \S+_V._\S+,MODAL/AUX: could,AFF. DEC.,助動詞類(could),肯定平叙,MD.could.AFF,,,could_MD V.
124,could_MD_could (not|n't)_\S+ \S+_V._\S+,MODAL/AUX: could,NEG. DEC.,助動詞類(could),否定平叙,MD.could.NEG,,,could_MD {not} V.
124,"(^|\S+_(``|''|\(|,|:|LS|CC|IN(/that)?)_\S+)\Kcould_MD_could ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) \S+_V._\S+ .*?\?_SENT_\?",MODAL/AUX: could,AFF. INT.,助動詞類(could),肯定疑問,MD.could.INT.AFF,,文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定；動詞がV.Pと誤認識されていることもある,(^|区切り位置|接続詞) could_MD 名詞句・代名詞 V. (任意の語)*? ?
124,"(^|\S+_(``|''|\(|,|:|LS|CC|IN(/that)?)_\S+)\Kcould_MD_could (n't_\S+ ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+)|((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) not_\S+) \S+_V._\S+ .*?\?_SENT_\?",MODAL/AUX: could,NEG. DEC.,助動詞類(could),否定疑問,MD.could.INT.NEG,,文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定；動詞がV.Pと誤認識されていることもある,(^|区切り位置|接続詞) could_MD (n't 名詞句・代名詞|名詞句・代名詞 not) V. (任意の語)*? ?
125,(?<!_not )(?<!_n't )(dare|dares|dared|daring)_VV.?_dare( to_TO_to)? \S+_V._\S+,MODAL/AUX: dare (to),AFF. DEC.,助動詞類(dare (to)),肯定平叙,MD.dare.AFF,,dare to(dareの時制・相は問わない)を含む,(?<!{not}) {dare} (to)? V.
125,(\b(not|n't)_\S+ dare_VVP?_dare( to_TO_to)?|(dare|dares|dared|daring)_VV.?_dare not_\S+) \S+_V._\S+,MODAL/AUX: dare (to),NEG. DEC.,助動詞類(dare (to)),否定平叙,MD.dare.NEG,,dare to(dareの時制・相は問わない)を含む,({not} dare (to)|{dare} {not}) V.
125,"(^|\S+_(``|''|\(|,|:|LS|CC|IN(/that)?)_\S+)\K((do|does|did)_VV.?_do ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) dare_VV.?_dare( to_TO_to)?|dare_VVP?_dare ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+)) \S+_V.P?_\S+ .*?\?_SENT_\?",MODAL/AUX: dare (to),AFF. INT.,助動詞類(dare (to)),肯定疑問,MD.dare.INT.AFF,,dare toを含む；文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定,(^|区切り位置|接続詞) ({do} 名詞句・代名詞 dare (to)|dare 名詞句・代名詞) V.P? (任意の語)*? ?
125,"(^|\S+_(``|''|\(|,|:|LS|CC|IN(/that)?)_\S+)\K((do|does|did)_VV.?_do n't_\S+ ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) dare_VV.?_dare( to_TO_to)?|(do|does|did)_VV.?_do ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) not_\S+ dare_VV.?_dare( to_TO_to)?|dare_VVP?_dare n't_\S+ ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+)|dare_VVP?_dare ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) not_\S+) \S+_V.P?_\S+ .*?\?_SENT_\?",MODAL/AUX: dare (to),NEG. INT.,助動詞類(dare (to)),否定疑問,MD.dare.INT.NEG,,dare toを含む；文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定,(^|区切り位置|接続詞) ({do} n't 名詞句・代名詞 dare (to)|{do} 名詞句・代名詞 not dare (to)|dare n't 名詞句・代名詞|dare 名詞句・代名詞 not) V.P? (任意の語)*? ?
126,(had_VHD_have|'d'_VHD_have|'_POS_' d_NN_d) better_RBR_well \S+_V._\S+,MODAL/AUX: had better,AFF. DEC.,助動詞類(had better),肯定平叙,MD.had_better.AFF,,疑問文はなし,(had|'d) better V.
126,(had_VHD_have|'d'_VHD_have|'_POS_' d_NN_d) better_RBR_well not_\S+ \S+_V._\S+,MODAL/AUX: had better,NEG. DEC.,助動詞類(had better),否定平叙,MD.had_better.NEG,,疑問文はなし,(had|'d) better not V.
127,(?<!_not )(?<!_n't )\b\S+_VH.?_have to_TO_to \S+_V._\S+,MODAL/AUX: have to,AFF. DEC.,助動詞類(have to),肯定平叙,MD.have_to.AFF,,haveの時制・相は問わない,(?<!{not}) VH.? to V.
127,\b(not|n't)_\S+ have_VHP?_have to_TO_to \S+_V._\S+,MODAL/AUX: have to,NEG. DEC.,助動詞類(have to),否定平叙,MD.have_to.NEG,,,{not} have to V.
127,"(^|\S+_(``|''|\(|,|:|LS|CC|IN(/that)?)_\S+)\K(do|does|did)_VV.?_do ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) have_VHP?_have to_TO_to \S+_V._\S+ .*?\?_SENT_\?",MODAL/AUX: have to,AFF. INT.,助動詞類(have to),肯定疑問,MD.have_to.INT.AFF,,文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定,(^|区切り位置|接続詞) {do} 名詞句・代名詞 have to V. (任意の語)*? ?
127,"(^|\S+_(``|''|\(|,|:|LS|CC|IN(/that)?)_\S+)\K(do|does|did)_VV.?_do (n't_\S+ ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+)|((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) not_\S+) have_VHP?_have to_TO_to \S+_V._\S+ .*?\?_SENT_\?",MODAL/AUX: have to,NEG. DEC.,助動詞類(have to),否定疑問,MD.have_to.INT.NEG,,文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定,(^|区切り位置|接続詞) {do} (n't 名詞句・代名詞|名詞句・代名詞 not) have to V. (任意の語)*? ?
128,(?<!_not )(?<!_n't )\b(\S+_VH.?_have )?got_VVN_get to_TO_to \S+_V._\S+(?= .*?[.!]_SENT_[.!]),MODAL/AUX: (have) got to,AFF. DEC.,助動詞類((have) got to),肯定平叙,MD.have_got_to.AFF,,haveの時制・相は問わない(が通常はhave・hasとまれにhadがあるのみ)；疑問文を除くため終止符または感嘆符で終わる文に限定,(?<!{not}) (VH.?)? got to V. (?=(任意の語)*? [.!])
128,(\S+_VH.?_have )?(not|n't)_\S+ got_VVN_get to_TO_to \S+_V._\S+,MODAL/AUX: have got to,NEG. DEC.,助動詞類(have got to),否定平叙,MD.have_got_to.NEG,,haveの時制・相は問わない(が通常はhave・hasとまれにhadがあるのみ),VH. {not} got to V.
128,"(^|\S+_(``|''|\(|,|:|LS|CC|IN(/that)?)_\S+)\K(have|has|had)_VH._have ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) got_VVN_get to_TO_to \S+_V._\S+ .*?\?_SENT_\?",MODAL/AUX: have got to,AFF. INT.,助動詞類(have got to),肯定疑問,MD.have_got_to.INT.AFF,,文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定,(^|区切り位置|接続詞) VH. 名詞句・代名詞 got to V. (任意の語)*? ?
128,"(^|\S+_(``|''|\(|,|:|LS|CC|IN(/that)?)_\S+)\K(have|has|had)_VH._have (n't_\S+ ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+)|((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) not_\S+) got_VVN_get to_TO_to \S+_V._\S+ .*?\?_SENT_\?",MODAL/AUX: have got to,NEG. INT.,助動詞類(have got to),否定疑問,MD.have_got_to.INT.NEG,,文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定,(^|区切り位置|接続詞) VH. (n't 名詞句・代名詞|名詞句・代名詞 not) got to V. (任意の語)*? ?
129,may_MD_may \S+_V._\S+,MODAL/AUX: may,AFF. DEC.,助動詞類(may),肯定平叙,MD.may.AFF,,,may_MD V.
129,may_MD_may (not|n't)_\S+ \S+_V._\S+,MODAL/AUX: may,NEG. DEC.,助動詞類(may),否定平叙,MD.may.NEG,,,may_MD {not} V.
129,"(^|\S+_(``|''|\(|,|:|LS|CC|IN(/that)?)_\S+)\Kmay_MD_may ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) \S+_V._\S+ .*?\?_SENT_\?",MODAL/AUX: may,AFF. INT.,助動詞類(may),肯定疑問,MD.may.INT.AFF,,文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定,(^|区切り位置|接続詞) may_MD 名詞句・代名詞 V. (任意の語)*? ?
129,"(^|\S+_(``|''|\(|,|:|LS|CC|IN(/that)?)_\S+)\Kmay_MD_may (n't_\S+ ((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+)|((\S+_(DT|PDT|CD|PP$|RB.?|JJ.?)_\S+ )*\S+_N..?_\S+|\S+_PP_\S+) not_\S+) \S+_V._\S+ .*?\?_SENT_\?",MODAL/AUX: may,NEG. INT.,助動詞類(may),否定疑問,MD.may.INT.NEG,,文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定,(^|区切り位置|接続詞) may_MD (n't 名詞句・代名詞|名詞句・代名詞 not) V. (任意の語)*? ?
130,may_MD_may as_RB_as well_RB_well \S+_V._\S+,MODAL/AUX: may as well,AFF. DEC.,助動詞類(may as well),肯定平叙,MD.may_as_well.AFF,,,may_MD as well V.
130,may_MD_may as_RB_as well_RB_well not_\S+ \S+_V._\S+,MODAL/AUX: may as well,NEG. DEC.,助動詞類(may as well),否定平叙,MD.may_as_well.NEG,,,may_MD as well not V.
